"Data Source","World Development Indicators",

"Last Updated Date","2021-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Djibouti","DJI","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","411019.079674311","432497.519547528","457990.445930954","480510.530428353","498435.196377502","531989.358373926","564709.616386098","559235.593652644",
"Dominica","DMA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","6333.6956672809","6922.10927867372","5599.99404679869","6319.2713725767","7003.97815440046","7322.44230972357","7562.86124896648","7948.33002544638","8131.63468497692","8787.96303360679","9431.86611410107","10259.0839376812","10310.4196659586","10915.3389565761","11069.525555224","11267.1164913673","11466.4350871247","11433.9001182366","11770.3396385627","12165.1417534857","12491.0754759746","13038.0576492883","13150.7418227645","13492.8930366116","13480.2141493591","13067.2966781214","13845.539356937","14210.1524429227","14264.2391612355","14899.7426397805","15828.6368066444","16948.142709907","16745.4268292683","16851.1646937653","16805.1951714801","16617.3859119993","16436.1649699376","17149.8501920074","16668.6336494556","17063.1214326784","15868.8776938147","16195.9344372155","16713.736631016","13885.6245919629",
"Denmark","DNK","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","121824.738209766","128694.122782039","134932.502132337","134726.581566059","146043.775098992","151511.193807833","154418.993634235","161679.186301561","169621.494638206","179666.284296771","181168.799557373","185320.64388452","191504.080458435","198140.873273872","195006.894143199","191613.178185492","202455.98959586","205601.17199468","209526.695019521","217099.598166902","215788.470566327","214411.946956911","222475.528790635","228407.938764604","238048.377823152","247478.928234029","259268.7899348","259598.99544063","259437.586704087","260954.857719118","264374.736794193","267364.392590417","271696.820958469","270822.066064478","284301.820528679","291387.327446372","298145.781723761","306591.251337987","312255.874050449","320399.33319541","331295.103805217","332827.457279013","333312.98839215","333704.158406878","341723.850189924","348746.652970274","361204.104742231","362875.509893182","358902.595938089","339471.559152975","344290.312550303","347459.138846065","346938.241696611","348719.507377828","352574.369515237","358293.711972043","367048.14900812","374985.033425962","381248.309869657","390710.272663388","378924.319597819",
"Dominican Republic","DOM","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","40461.1825962233","38224.9127156287","43283.2673883556","44614.2812743051","46123.5439739998","39110.5991273294","43022.3403588095","43124.5031915115","41960.8883382559","45194.9645487835","51929.2393726864","55988.5184997549","60141.0009326896","66103.527974709","68258.1213341973","69982.3351499837","72834.3095746624","74600.0908453709","74380.0104301514","75938.1664585491","80122.9678660373","81694.6053835617","81276.6863025038","83229.0746584043","82513.6383476612","79107.2271151051","80245.5963097305","86618.5268334341","86764.7558131868","88842.6489557833","82400.0377920823","81611.5364697989","89079.2028415546","93888.8999050814","94609.7712341192","98255.6248888159","102380.844702334","109662.431653923","115173.37934831","120130.232936943","123830.225524555","124997.752145437","128724.643454525","125193.852739964","126635.422406112","136704.073203564","147280.078429875","156166.506700607","159146.953456405","158662.222431526","169795.206999565","173008.094336833","175603.224858613","182014.180383682","192605.202090823","203613.588583572","214748.472340811","222303.47640199","235273.856068802","244586.946209022","225858.774764231",
"Algeria","DZA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","234536.213659902","197649.097141093","154868.924505586","202894.62281278","209315.350769939","216476.301127455","200456.7559808","213251.033067679","229555.027561289","241866.305691565","255961.515663747","220741.705771758","273664.624198447","276435.143791173","289072.368634049","295270.357121758","311078.806823879","318179.919454664","337529.661221996","352156.845697361","344344.343541101","343892.919767173","354656.365002891","362311.610885463","370968.390435492","373239.411007977","363850.376081567","351092.394889123","338065.770187598","343624.21105208","337596.779544764","325439.641229087","323601.594737818","309845.334187162","300763.406172098","306286.657127454","313303.143381244","311674.272967941","322689.990378485","328332.880437924","336211.216555971","341791.221958066","356358.609971838","377173.178324592","388241.482229696","405472.640019282","406343.563395709","413691.281516983","416745.12798856","416183.847823457","423453.708385288","427604.443950071","433598.378810086","436901.094975149","444374.091178102","451486.270496239","456473.253097218","453047.619022308","449372.346437819","444291.180604749","412297.673284533",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","1817.33433980949","1857.11585617195","1893.76686480932","1879.03545758241","1960.82681038439","1967.06966845793","1903.95362615598","1934.40357063913","1914.37389681392","1946.01168239201","2020.11475646174","2086.03838287831","2128.70967124809","2357.66942208731","2549.30914849636","2751.7445199548","2875.75297789558","2844.37463915512","2927.92808357612","2958.55062528953","2989.5029250819","3077.00806377634","3017.97168310304","2932.75532738121","2935.25918523094","2975.84385788818","3003.94178906581","2923.82782759152","3022.04154834117","2980.25064377339","3017.72067468738","3074.63153890255","3068.25215182606","3058.76972593067","3118.87188783654","3120.30391424684","3107.08253465365","3174.21055859549","3211.52680967884","2999.40797818119","2975.00544707279","3038.51305415706","3107.93188858494","3138.53946220694","3339.61514784439","3457.96873520659","3550.27167273889","3567.83718649963","3732.20819855061","3692.71765265514","3762.6158191857","3996.68877061195","4159.36546612504","4300.25428023973","4394.81571771819","4328.55796766128","4203.11554415117","4227.23777797742","4206.80208136577","4137.25314135072","3758.33268151897",
"Egypt, Arab Rep.","EGY","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","7386.07006187695","7559.12971162201","7643.72050543717","8225.57604054586","8932.82172704456","9129.0755733265","9342.766222065","9177.4098449511","8803.29307057647","9042.2210446112","9324.15979174494","9483.19599192921","9558.91254001081","9681.24135272554","9620.5480896125","10251.8992107301","11355.971288943","12100.0126276323","12842.8003278803","13111.8230743874","14077.5648232655","14740.7115056247","15795.822646173","16178.1300577823","17295.7135349829","17818.1881173791","18168.0065149319","18360.2432890696","18852.5682101662","19278.6518792292","19882.7891670613","19654.8463138206","20099.1762991996","20262.9611355627","20649.016480739","21178.4182106001","21791.8005767525","22531.4635322738","23317.705341606","24247.4560031623","25298.9099767765","25700.0233505038","25823.844197396","26157.797219464","26734.0938644117","27429.7713140596","28792.3158683591","30297.6678045965","31893.4928565859","32767.40227549","33776.9141580327","33653.9906333726","33649.6295966197","33613.9707521125","33821.3189713719","34529.4480322358","35265.621148069","35979.9544993555","37129.3056313871","38425.8783881863","39040.6342625559",
"Euro area","EMU","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7209.17423999809","8248.43183177576","10089.8877407327","10445.1960710036","11452.6189558049","12365.5483893892","12520.589148397","12348.928226004","11673.9526429138","12256.011758855","12083.2785113131","11220.1212085328","10885.6483304526","10743.836827513","10305.8951911943","10179.6970505984","8985.18624570733","9162.5641042078","9214.41066326188","9878.56447899777","","","","","","","","","",
"Spain","ESP","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","5601.58997299504","6206.81302538227","6762.10370864074","7346.31518445581","7659.80048245212","8050.8817180729","8546.28746934684","8808.15653668067","9267.25283106428","9993.72047704531","10307.3996797412","10657.431447481","11399.4223983035","12152.243192686","12695.5782936497","12627.1368564709","12907.1780272696","13137.6559715015","13202.1261797605","13091.686664607","13273.833341802","13162.3480734776","13246.6409477257","13415.603777947","13598.4446690879","13863.7950749154","14272.1225947414","15024.8004804986","15756.7625083838","16491.4712317712","17097.6594168232","17488.3964574997","17564.6660163899","17293.5802718927","17621.623400457","18027.7942455515","18430.50207356","19032.9679250937","19787.0354871327","20591.937355886","21575.5012391089","22268.9553290185","22556.2359976905","22812.5319628531","23122.487951662","23565.4444678741","24121.0736170803","24532.2226291343","24358.1498462836","23234.78322538","23165.7553314468","22895.5980011166","22203.5956385573","21956.7141129958","22327.2226202592","23201.5049596907","23884.6381368306","24537.2525746012","25023.6795552197","25329.9345066964","22480.4387149426",
"Estonia","EST","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6461.3234825293","6881.02803487441","7868.02116417239","8287.95965244893","8230.25022945612","9018.31444145785","9618.64614963458","10338.2230760866","11190.4984241858","12019.45102932","13235.6583196472","14607.8830718513","15786.072739207","15022.9565698644","12879.3659119605","13256.0611352072","14283.8427980495","14780.9171570792","15033.3028072143","15523.053223739","15799.0758753755","16297.9761208096","17173.4224797022","17859.1397581047","18681.919032209","18077.4572388711",
"Ethiopia","ETH","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","6732.0075240464","6608.0695858746","6937.08600052136","6528.69782172537","5618.77288846136","5968.77422593813","6582.14061351208","6404.23399096764","6172.17391446943","6126.55220246829","5491.77902242888","4838.6179662171","5282.26019445224","5264.51950583782","5404.26359032354","5886.40062702761","5889.44995096416","5521.11904282421","5640.51652978362","5813.0661396094","6116.93372194383","6034.06545627597","5737.71438808287","6334.86877095145","6888.09853940551","7425.97236524437","8052.52209615144","8680.05647530841","9187.31778660475","10056.4943204791","10870.5520721073","11481.1043941881","12342.1720779739","13232.4356906332","14210.507054498","15135.5701427774","16147.3163524569","16801.9188934049","17743.5605509688","18346.0023510228",
"European Union","EUU","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","10297.5761083107","11002.7505347269","11254.058700606","11541.8781417459","12079.1355825674","12677.3413798266","12929.601073857","13138.6764554366","13381.0858515722","14673.2844861766","15437.9736305027","15781.9046062075","16901.8127848675","17979.8068228991","18464.804520726","18714.8226444569","18722.7485915207","18715.1648208804","19206.3678530668","20521.7149489264","21560.4656101483","21751.2048007027","22301.9461840469","22860.3519882565","23474.7284968279","24206.653086386","24793.0422674849","25606.6201106501","26864.3506363413","28129.2433623514","28192.5088304641","26388.4844447458","25376.0815169877","25086.4165755607","25968.4262016657","26960.3879564352","27857.5405209371","29534.022006543","31063.1730137472","32348.435012934","34145.0663989804","34956.5767824568","35467.2674180931","36091.7887425585","37423.7878937418","38332.6953986355","39723.76643194","41651.2880243235","41782.8587689349","38225.872099176","39263.6918106438","40077.7837495954","39330.0961530825","38796.3019482358","38495.2005964649","38577.2066988945","39547.9557724115","40714.8306147873","41194.265278464","41672.6582809422","40450.0752976241",
"Fiji","FJI","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","4494.52074339692","4495.37034636218","4498.10627583571","4623.71036011066","4696.00782397478","4437.01960421097","4321.16695368739","4781.9455218791","5047.02369331566","5068.71490487087","5593.47948970449","5854.41753397559","6162.56303482314","6737.95389273094","6775.36169485874","6678.89304326685","6733.93764846316","7003.51700477164","7004.26072970303","7706.22576764199","7418.81151608997","7697.94555916382","7050.91203731773","6601.61886243933","7002.6567703709","6573.62141794259","7015.3393003422","6522.82713355166","6574.71215285114","7047.42284471895","7415.51422283489","7148.35177686097","7491.97899176595","7545.22386557204","7819.77110972078","7913.7498259026","8198.86217170307","7934.05774431841","7962.74964131636","8597.34863611897","8402.1233990661","8539.50410542521","8798.34788293753","8877.39137680467","9327.47975213483","9349.99281894241","9451.15495325951","9277.56453416409","9271.69381893546","9054.49863876406","9255.02654056217","9465.37197825933","9581.04882292082","10028.4114408238","10579.9893126758","11028.4907763011","11249.2348745882","11783.2151892964","12148.9773511868","12007.0115904737","9649.46725976157",
"France","FRA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","10073.2608416066","10436.3919254413","10995.9648139389","11518.4581034569","12122.9894586871","12562.4506225348","13087.6376795768","13611.2143055269","14111.4473355389","15001.4506388863","15796.5485108506","16505.0294703284","17111.8040292764","18055.6821014625","18697.1327469362","18401.2109459816","19100.67972478","19672.523182497","20371.3665757903","21008.0280262381","21245.1430898103","21368.1441034808","21790.0258332265","21940.3761171039","22148.3953500033","22381.8663033147","22775.7769982466","23226.166325804","24190.8409386375","25105.2584406899","25708.1983331329","25834.1154264645","26117.1026780483","25840.7084854832","26351.8401340363","26809.968337593","27092.6955833836","27627.7572886419","28513.9248836163","29338.1747482855","30281.1860291402","30657.9411602493","30781.40522848","30815.5977487626","31455.133754218","31738.1558938334","32289.6190582234","32868.5661840083","32768.7247400888","31663.8494562454","32122.0279326417","32667.9780840086","32612.0483070512","32631.5882657359","32787.9188866183","33035.1477796448","33309.0278739449","33973.5424628523","34487.8592761788","34931.6185510531","32029.0066198476",
"Faroe Islands","FRO","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","1896.38696760102","1874.75690392843","1880.76187162985","1904.06327741277","1929.30719388603","2020.67241012766","2047.61998698045","2160.71067650937","2106.00773366028","2222.19091458595","2136.05820276796","2003.59628663354","2065.79394857956","2102.67887797047","2211.79088496811","2264.68881216758","2280.1190353836","2318.67317730258","2253.1137454982","2309.71215904273","2324.50699413518","2302.18685969246","2266.11459309119","2303.74474366569","2357.054296708","2419.70265254041","2350.49183778922","2233.73331319273","2151.31603439931","2220.94024943519","2213.9109921517","2247.87952736832","2229.05894886364","2232.60405408968","",
"Gabon","GAB","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","1259006.04185881","1431006.28616845","1521088.6918255","1594154.44777838","1643521.60867685","1752220.11242001","1798296.17210961","1835346.47615575","1842454.48606572","1950419.69759921","2077716.90159965","2247797.68068357","2457229.39292633","2658716.31589593","3639476.66647236","4252155.14193762","5646148.7712391","4827244.97252552","3582555.12716775","3514689.90417445","3517341.21734461","3605424.87421025","3405768.12386443","3504455.13152122","3669044.82305056","3488176.01084261","3366747.25710898","2713450.72854002","2978162.56477664","3144318.16677023","3217776.94369521","3322462.79129111","3133763.37054758","3171410.73046479","3203656.61507379","3277143.56371855","3310526.19116505","3413429.57710815","3445416.78485139","3061772.42060017","2932460.66369848","2924486.96669656","2848589.23706251","2842798.11446832","2790846.12952693","2789778.64082557","2636413.07854314","2714299.92944284","2545043.76084102","2466518.55812101","2551584.55982406","2634430.7611943","2669683.18832562","2715619.98040802","2732450.13279003","2745331.37260036","2718728.00045023","2656264.10540039","2609816.66489719","2646216.15426466","2548827.35805992",
"United Kingdom","GBR","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","9762.46777099237","9947.88260984848","9972.60497464789","10380.7307157502","10884.1592962963","11046.120863582","11158.2020256732","11407.5222719298","11969.8078106633","12149.4953315868","12510.2707082321","12894.7506345822","13406.4860496096","14253.5406873342","13890.6630474345","13686.9793582306","14088.7728392644","14439.7858563408","15046.0655879946","15596.1445981312","15261.0790142226","15135.5894164411","15443.0621880762","16089.5584047162","16428.6265665678","17071.2025803308","17568.2665437527","18476.3477902646","19492.1553377109","19942.6051546663","20028.9728199194","19746.86758254","19772.5252942833","20216.3019368414","20940.4432968071","21413.8614175383","21891.598699949","22921.6587340964","23702.3704749049","24401.9181641071","25167.4182222888","25755.2306657718","26205.1998266681","26949.9230287259","27409.6832686522","28026.7321483614","28570.932367542","29018.5314148259","28710.778771885","27322.185802072","27671.0988600344","27805.9447687998","28008.2449957194","28429.494101611","29028.7777224271","29480.2282669391","29761.5792684686","30074.5086892887","30267.2642350452","30509.5719727387","27367.43652966",
"Georgia","GEO","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","4076.05163034922","4333.37230309103","4559.2670829478","4719.44074610301","4898.89023855863","5436.54757332639","5513.20524138672","5612.57883094124","5924.02512493871","6390.10082688377","6811.29662449576","7174.69678766095","7617.40384466911","8135.67361361901","8671.21864261176","8991.92340014356","9388.23613430265","9495.40954892806","9817.23308442205","10262.0064013769","10675.1214214874","9715.7221085364","9759.37722451","10200.0697236734","9441.32253071582","8047.29640566976","6304.80764697368","3447.1468554427","2418.4737635153","2200.56944928078","2344.23950162762","2703.14718328187","3084.8700652174","3260.33035104335","3423.5942193673","3554.99519147165","3784.07591920332","4027.18247888974","4502.84566074252","4793.35461151823","5286.49513935921","5817.44833645032","6583.47552095018","6763.21642822862","6574.45909848918","7036.4716725271","7618.0352626329","8163.13450119259","8484.24334824949","8856.09937479399","9109.39216315784","9368.5454479605","9820.91220932166","10300.5513143662","10832.329514771","10181.9558966074",
"Ghana","GHA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","3054.27671617242","3060.74569401011","3085.73215404951","3120.99809082125","3094.84110142604","3050.06152538159","2845.91910194749","2864.41033075015","2809.69133274972","2909.1433944875","3113.27701098506","3188.87770151836","3023.16828641891","3023.90858574684","3146.42737337166","2689.92521006844","2540.7170310185","2549.43035194598","2714.64565104803","2593.70440778119","2546.82636083152","2394.33528487366","2165.85678201126","2005.73683278903","2113.82104483198","2155.76978991721","2202.18020647728","2241.83933015392","2300.94393224557","2349.51150311858","2358.72518430799","2412.42422027132","2434.61258198174","2480.8321236298","2492.30659550382","2525.80841106728","2574.20837096627","2615.36299822062","2671.44100068575","2721.49821423016","2753.90639581798","2794.75794563639","2849.91973945166","2925.30477530317","3013.31521775745","3111.76901597996","3227.41676169129","3281.93163816916","3491.0258927237","3568.21481901079","3755.52221104419","4180.47497617253","4461.96958619149","4678.26436720309","4702.86144784304","4694.86427651621","4745.42611013418","5018.4944687254","5214.04584186428","5434.55729135635","5342.03302900668",
"Gibraltar","GIB","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","2938585.10395547","2945607.94517883","3036594.96515884","3063433.92941835","3102922.93852811","3095020.97188098","3110071.25196842","3181148.55680684","3221525.0248866","3282574.39319822","3339831.58894512","3421977.34043446","3457027.03028405","3502383.95085133","3509024.77337276","3561189.64258635","3671398.2300415","3646309.79481891","3659464.33574221","3693076.8723932","3657577.35412367","3820429.79664172","3888197.61233663","3757476.29833234","3850352.89341264","3977351.48253551","4121041.74225807","4188953.79054606","4243239.66959918","4297245.27067283","4637953.85955561","4976158.64090241","5144726.77212957","5283294.03013983","5496906.21902924",
"Gambia, The","GMB","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","22466.6864149453","21879.8232119034","23320.8481920899","23219.7540304347","23949.3339586339","23247.6470372825","22626.2420858315","23988.3273993782","24630.551880404","26825.1775764766","27876.9344163873","27888.5973967763","28666.7806120746","27358.2539352554","28139.1786216701","28175.1168493674","27113.2072251274","29115.6624910123","29086.1251094917","27700.784456771","27545.6717599133","26867.7201452903","26706.9618306211","26978.3565444123","26770.0665840594","26570.9022425355","26538.1698453297","26477.2220865882","25709.6668948355","25146.7889209155","24921.7044028345","25349.5371180203","25439.9561756335","26241.6476003001","26832.1456650487","27504.1984603734","25772.8694696079","26676.0484162974","27667.5065017334","26190.4342362242","25264.3027338694","25264.7589468767","26059.5914965358","26982.2279441721","27733.0633131069","24720.8051112956","25239.7891885649","25188.8756373147","24094.1517373447","24328.8015015389","24071.3982469218","24494.1169429514","25503.7198060429","26269.5369843455","25519.8434287927",
"Guinea-Bissau","GNB","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","211579.993673194","199506.564127407","208123.258331559","206580.31783301","212723.200531103","226921.636324471","236770.069248392","219418.400817901","248089.159695753","252190.811848318","210074.58723413","244447.880459156","249498.027275352","235268.313635553","250347.650233297","254533.115254832","246750.32592742","248279.985757405","254053.136822836","263690.132755703","273612.381455297","281150.343350823","277882.892391163","277445.972814425","280168.921878004","286450.865683978","313352.262037116","327334.566205006","230895.370643086","228752.918744101","236314.674458193","236410.087156356","228977.706635716","225103.775665337","226002.137812792","230135.226268113","229869.316309301","231658.524737079","233232.14233387","235080.954296728","239672.653935399","252354.9577862","241544.577537055","242860.355563052","238802.87863685","246918.905691722","255725.322396229","264089.364853792","260892.426575411","266016.87943831","253421.209625213",
"Equatorial Guinea","GNQ","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","267488.46410729","267468.805276488","253892.836311269","246210.666556152","231188.810773399","245781.497637058","229054.615692813","230501.768997205","229435.577846035","220124.358763956","209769.672296025","201074.855606177","262200.828136982","281459.169500062","317092.057382712","359289.155098557","576371.08854615","1385406.03326629","1647117.80532","1987046.69084596","2254354.25335709","3534578.04727845","4051102.51690493","4426305.70914704","5850275.2007465","6533250.84179756","6722990.8705484","7399599.11693761","8320207.37908018","8050869.0767079","7005645.16129032","7135848.91894603","7396778.09445583","6793153.23156932","6542599.05192409","5710947.09368248","5007724.28806902","4548629.91169628","4111950.88902233","3732050.55362092","3430514.58162418",
"Greece","GRC","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","4534.19117889753","5092.34081721352","5080.559058918","5661.30823002196","6171.5994105585","6804.25385771525","7192.89058727826","7539.04095628695","8029.72599080286","8925.58119653053","9675.40339227318","10388.8992186194","11370.275367582","12234.7128250305","11404.9441074793","12017.738160917","12643.2713876025","12846.8662818061","13600.3699485862","13872.7115459176","13830.136256087","13493.7236300472","13258.8987828097","13039.8084542047","13235.8842907209","13515.4653070674","13540.5686624737","13190.5281635743","13706.2484812418","14153.0350667595","14004.1121756725","14265.9659317358","14256.5076789145","13946.1220228834","14153.9972426315","14383.8333907869","14730.4612208732","15315.2726146133","15823.8467968265","16247.6251424264","16815.5712187372","17419.5281368335","18036.6363230601","19036.2918612344","19950.2963038084","20011.058571731","21078.7689188431","21713.4472790946","21583.2991284132","20600.801997512","19446.9969044201","17499.1310591839","16347.9440627085","16015.4318963858","16235.0271698291","16275.0322686235","16262.8072217344","16503.71461575","16795.0431207573","17124.9022765484","15721.3318701636",
"Grenada","GRD","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","7171.42674201242","7649.01424032867","8123.19221882332","8040.81846673629","8021.99808975258","8126.65250891167","8168.55441905422","8249.38723257013","8613.13659163719","9211.59259643851","10126.2269197836","10564.6798367379","11097.766474225","11615.45467287","11760.0329663494","11576.0531488972","11225.332369648","11287.7779455433","11419.9778633109","11842.1571636486","12367.0424448886","13758.8308518667","14649.6665983266","15304.7726013011","14936.1965091726","15390.8661083021","16788.003230676","16624.4820117685","18775.4400045864","17977.2036821742","19033.5909795309","19164.0204064216","17840.8216510535","17676.0880002259","17718.067911524","17404.8486766184","17695.5376622416","18868.1285583104","19955.010355556","20576.5460761996","21372.2784421956","22142.5046433795","22469.7773254049","19854.6023338281",
"Greenland","GRL","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","88053.5692461198","97866.7571518646","101545.722792257","106907.549046814","111866.470735352","112362.402021663","118818.757894706","130086.554037469","138474.118075074","144033.781188694","154659.282653993","153246.031421899","145051.007877796","148337.531251466","139052.841220092","142782.48010343","152058.739446003","158666.665787406","165417.392124338","174838.198789752","153515.165580283","153617.27027027","146291.994575045","139188.22826087","146637.311711712","151287.17562724","153326.542039356","155300.976785714","167050.893048128","169352.661319073","181056.665480427","182866.260869565","180261.772862972","187730.115388003","200180.984343976","210076.402915606","222376.439919682","228489.081425161","243555.602897316","245686.486870373","247394.780774976","246231.323606961","250015.842281288","248198.573021971","260836.664002132","255059.343479346","266658.954187876","267975.14776045","277334.309123039","","",
"Guatemala","GTM","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","13501.9433646526","13674.8482736203","13748.7905968171","14626.8350143954","14868.0257238193","15080.4812515452","15471.7002304581","15671.8473244141","16596.2998432794","16938.080061763","17461.4745851253","17993.2908766997","18859.9524688007","19676.1200486382","20456.1829000832","20389.578661969","21410.9868384686","22569.4131274526","23158.1411601643","23677.1906640057","23962.1563115581","23500.3803157046","22073.1053416631","20929.2236328772","20464.7570938414","19787.5165607954","19275.7731401664","19413.9073535444","19618.8855681009","19837.3786500502","19901.1458245392","20081.766125102","20507.9969732639","20776.6235131062","21083.0203605338","21590.1701770989","21701.0301494997","22120.2748808606","22682.7165971619","23003.757262595","23260.8309554583","23238.3684038288","23582.3865418434","23664.4551004427","23893.6129545656","24169.0905642227","24951.7387365638","26013.9714151878","26357.7876134729","25989.9724218028","26252.9636169433","26853.0525912758","27164.6846537485","27677.7284549881","28412.2709866959","29078.9067217886","29366.603465193","29782.3314468487","30283.1829790878","30967.1928362435","30036.6586067555",
"Guam","GUM","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28942.6300954999","29095.3126684123","30911.9890697939","31974.7989343838","30759.7274486445","30941.5290088638","31533.5425089759","31633.0888263666","32307.0265117067","32281.2950090801","32908.3067691731","33375.9311785058","33849.4599613681","33950.9796046982","33783.7837837838","33807.9266622433","33202.6301502081","33551.5108042679","",
"Guyana","GUY","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","560217.254808231","569110.30908577","559253.237845652","477745.002378518","519293.987958775","561678.034912721","579817.657008558","594677.934090026","591768.792338494","624423.840914391","642511.824066117","654385.927950827","625432.57440456","626311.921351686","667299.538907173","716141.064721069","719188.550575761","692567.611543785","673255.545886602","655678.456235155","663716.035815466","672283.928379313","583971.078873165","545909.870696774","520956.094329708","536765.628540266","536100.968415367","545918.73416891","530524.824256822","507864.151284106","493792.210266356","522881.736709126","560346.053812737","601698.03736967","648945.735911113","679446.561136375","733979.216904289","782249.689237772","773397.294694194","800648.091975734","792857.202317341","812575.907064624","822239.467016833","816653.999237729","828759.40780731","812134.357158557","853588.904250287","914798.759590953","929062.974043641","963921.513875651","998068.985720311","1047724.47122868","1099206.03119072","1133521.53881468","1146461.63107007","1148232.48623812","1185878.40232002","1224047.60999172","1272189.30293924","1333835.77731381","1904574.22774388",
