"Data Source","World Development Indicators",

"Last Updated Date","2021-06-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Bulgaria","BGR","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","5931.52665766641","6201.47899085603","6327.51128650729","6528.25290330058","6734.206706808","6915.01701839158","7207.88467293785","7633.04985884099","8458.95278791804","8276.94228705193","7659.21689672211","7082.16622393371","6638.02489038852","6592.14196878704","6734.81956906724","6958.02412709773","7353.41725392828","6348.29118337338","6664.65874251797","6147.12450600588","6472.9736411914","6855.1746241982","7422.65279480669","7867.12648869945","8437.36092141104","9109.26414145397","9803.06437739557","10522.9488725356","11241.9700019793","10932.783151137","11066.5553932819","11399.9899024649","11507.0996160905","11609.3763140707","11895.6890272314","12449.4929012867","13016.0907497409","13570.7777347682","14091.8348188059","14715.6512386247","14203.1009826645",
"Bahrain","BHR","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","7965.3625898521","7255.14754624185","6501.30378569411","6732.720058721","6882.42504905054","6364.35383426953","6230.92036966121","6641.35163848804","6858.51895321992","6656.22462745359","6743.52475263496","7297.24930457743","7587.18327145648","8353.95962790837","8130.23271893593","8238.27333075512","8355.08648414184","8378.00587298946","8510.79620724885","8558.20718258083","8631.18219707799","8428.44240556233","8265.26920042441","8294.13592771617","8326.35211834485","8296.95992946128","8195.11843935298","8210.86295905877","8107.53199449152","7819.37852034681","7791.49850426799","7714.22513580143","7867.69717418162","8198.72413460083","8420.64767419146","8404.85095706318","8374.62380583998","8334.80469882074","8071.12728106841","7871.96770097321","7150.97647308418",
"Bahamas, The","BHS","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","18157.1763964692","19118.8093089242","20075.4769245946","21099.5546748955","22205.41652027","23407.8865606","24428.9392333338","25678.9998246513","26783.9277461103","28191.439829011","25796.0934017683","25534.5507731373","24091.6479751679","25392.8463430054","20728.9595777445","17306.0857285388","17825.220317108","19042.7916711033","21270.083791992","26242.6452757835","27336.9803922537","24269.4185004068","25323.5087185931","25661.8073434676","28684.4105880604","29471.5187769383","29443.7001346096","29793.3230453871","29965.8226595475","31437.0861129216","30393.2976651198","28588.9784565165","26976.3389568015","26556.5495360891","26917.7245522007","27662.1720400173","28444.6034932037","30042.4898125368","28369.924294563","31455.5044327236","32322.9713633847","32670.2311164571","33004.287241961","32018.0887382913","31716.2810096176","32191.9790178791","32385.6908093477","32235.3854772116","30909.8580074488","29117.5629290618","29121.0246354272","28921.0001585169","29485.8642228279","28416.0670221864","28447.3524451939","28240.5130946018","28366.0957390791","28956.7228728824","29532.3297937169","29596.4424908726","24541.7649930832",
"Bosnia and Herzegovina","BIH","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1091.30032640447","1355.29401686946","2604.89969368447","3527.27673732023","4079.42296599826","4460.28007510913","4695.7820694097","4896.73368279282","5150.94577868904","5353.01090139518","5676.50248632244","6171.85602756941","6505.84502879093","6891.84570708285","7283.40038159308","7099.20890162998","7219.5406368625","7377.01714723669","7430.45160961028","7738.95768021096","7964.24807286165","8336.55181342769","8708.58347387666","9077.87180437376","9495.60144034364","9832.25254907758","9464.64582733254",
"Belarus","BLR","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3967.85646115728","3918.31954090642","3534.532821065","3258.57200898525","2880.6951012027","2589.45833823818","2670.87143700787","2987.99697538796","3254.42906942099","3379.26320603969","3592.14450264088","3781.23111443575","3997.36940107128","4308.96106453273","4835.19803299971","5325.95937567746","5894.5367917539","6430.90780803964","7111.38177694444","7141.50923053215","7711.54943800607","8141.26672670991","8286.21072756655","8368.03244285837","8504.8473741811","8166.1291668704","7949.83210079551","8153.94265731085","8423.82120776308","8601.2976211447","8541.10627872888",
"Belize","BLZ","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","1879.74757787722","1916.91024287223","1955.12054378183","1995.21589377527","2035.94776314896","2074.91047870335","2109.72674397337","2147.41497866149","2238.91353982682","2290.02423094014","2342.86076736725","2384.66605232581","2579.61730841827","2672.65224991106","2988.58002360915","3050.44348060992","3007.00739216978","3159.18388203518","3360.7195538766","3553.84000226465","3951.92915783024","3903.83929970065","3798.87815498385","3614.06335178259","3581.42274622024","3517.28285943956","3576.0957272979","3851.78549868294","4118.00243538502","4540.89942957959","4950.36578177095","5414.46927841955","5967.82479473395","6236.41414796433","6120.73525004909","6002.93532916033","5897.84941591894","5888.75964337457","5878.91416466701","6161.37600917411","6728.98358056229","6829.76338015384","6953.45126441455","7403.78304303406","7559.54656279051","7508.53410565004","7667.15449139858","7508.07853906685","7572.79296636274","7400.33430636132","7437.98844185865","7402.47190451568","7407.17541814311","7336.26229330609","7467.00810819739","7503.14187186578","7348.58702677586","7334.95348164207","7404.5299570441","7394.38557371025","6240.11307249869",
"Bermuda","BMU","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","35770.7469569104","36539.5585802963","37271.8003566968","36801.8943755954","39887.1349059814","40784.9059400228","45819.9879642533","50904.4824706806","50995.4736012147","51771.0824971472","54038.3150438378","56305.3757653989","57749.0872542395","59041.6302262173","60005.6781341771","62736.6994819066","68087.5151368829","71832.8842591736","72604.5341759117","73888.3559556188","78488.7498436016","79802.8363910883","75041.0333527281","75890.2338093841","75589.281229904","73456.464711795","77692.6735059172","79955.436192214","82488.4964664209","82159.0102945557","81503.0021960336","79028.6677623219","79555.6719856643","81510.9641826515","81432.9602157788","84409.1420346132","86052.5436977166","89463.42959155","92272.2478381438","94861.1503630578","102780.466741061","109020.64827851","106712.973677518","109632.930122385","111447.433322874","112582.057237273","118143.917672768","121409.197386266","118441.009299404","111158.510573466","109228.395061728","106052.196270367","100063.150097225","99471.6388978631","95588.6579262489","96183.791406717","96562.6297363448","101116.622046874","100606.533268668","101078.70073381","",
"Bolivia","BOL","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","1667.30174981556","1669.27433991375","1728.08890218863","1809.30750333909","1843.55566403743","1895.29753912478","1989.98544878167","2072.38170834174","2202.64968790167","2253.108199691","2320.86561943288","2386.35799898733","2521.11346249556","2608.14030784377","2626.42991028213","2756.9567842031","2820.98091387325","2896.19948777037","2891.12069220306","2832.72053571819","2735.02042677223","2686.15547775376","2528.32202566618","2377.67874660448","2325.35844149924","2240.00333362462","2137.49552434258","2144.704402914","2160.98781244311","2195.90627569792","2249.59915301728","2318.55594615441","2307.54175757099","2356.06658245881","2415.19102179356","2476.58997886999","2532.46243733986","2604.95627501668","2682.13709160984","2641.29280303682","2655.68400633384","2649.42348958841","2664.78443687862","2686.94146075263","2748.6978781887","2819.47479831951","2903.41770787112","2984.17241394462","3114.53581495037","3165.899629633","3242.80890158099","3356.66632494369","3472.59410752522","3650.65461055976","3790.9766360059","3915.42298374974","4022.39141458229","4130.84133241096","4244.52884400263","4278.33719357303","3889.60053555937",
"Brazil","BRA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","6011.80566619782","6439.3611585056","6580.17013991624","6447.42940959605","6483.51901523057","6496.45407843801","6582.67266571284","6722.71422502693","7296.0739345276","7802.71937785453","8275.83545371263","8986.70249889797","9830.20900875359","10941.3690574871","11651.9131189208","11971.8803008194","12835.7339097394","13112.3558309447","13219.1370973547","13783.4555779319","14688.4186081826","13716.2261618765","13476.4889731964","12720.2761708335","13093.6769664102","13832.0677244272","14630.4160520173","14857.6961491427","14559.714022516","14759.6504682493","14045.0071399547","14008.7066630556","13707.2594851962","14109.8503653378","14621.6978231639","15023.7038929214","15113.3136271526","15383.9331401963","15201.7312557764","15048.3249151511","15486.5060179327","15488.5766968926","15753.349418773","15733.9832395981","16441.5525911998","16774.7083557544","17250.2308261731","18108.3783862179","18842.5664104096","18638.7007017327","19854.7585112835","20455.6437715641","20663.1694242702","21098.9369212377","21024.5667248086","20109.687946197","19291.3421078702","19389.4073268985","19581.1608159242","19708.8012874342","18774.4950782294",
"Barbados","BRB","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","22320.8845120582","21762.0220949125","22580.0851288385","23275.8641434386","24287.2026552295","26084.6129967095","27113.01646671","26502.5898553471","25126.1423657302","25181.4232056862","26016.3683545146","26223.3668929993","27469.9844817729","28083.9650868952","28960.8835000193","29889.0987494278","28792.8318763821","27566.5108891536","25900.566776979","26009.1181609056","26429.5394744293","26854.1670583369","27807.8390695271","29002.5840564092","29955.3713975956","29931.0421327023","31140.5431087507","30294.2450108993","30429.0421800653","30988.1129001097","31316.863010066","32433.4105385061","34204.8833228219","34804.3243475983","34892.4435426832","32983.8815824579","32112.7419532061","31800.0473519985","31575.8306368039","31066.4312296426","30969.8937944352","31672.431981551","32404.0056263515","32508.9351533213","32273.9324588334","32200.1055671885","26498.8464389239",
"Brunei Darussalam","BRN","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","62220.7720434129","59905.4029139728","69181.249665523","73859.5128121476","76042.0797898466","90021.938634086","81009.7457190014","62952.2609447725","63525.7973251029","62035.3543355354","60661.7758140217","58089.66227054","54927.1404877077","54462.7394607792","53519.4570487511","51459.9603906847","50561.1830051717","50683.6868163241","51606.6779121393","50331.2204456057","50521.1164545417","51422.9623845553","51599.1710984177","49643.5421621864","48256.7032760431","48650.4181304297","48992.5847775583","49319.8210782944","50233.8289448262","50738.9113913302","50123.8246799134","49535.5422445715","50994.6832243114","50432.6530067979","48874.2476635268","47451.0627712281","48091.5205566162","49252.3248164151","49040.4689759572","47354.9382563413","45562.7813108561","44822.2159290841","43203.7311424018","43294.0461410522","42864.3696381947","44077.2984024011","44180.6255773854",
"Bhutan","BTN","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","11697.9031576232","13105.378433411","13213.870453836","14231.0747006267","14495.6426214725","14664.0791956425","15842.6042685572","19799.0843509538","20123.4170738735","21080.618642268","22891.2067816918","22634.2654922873","23680.6042748234","24238.7329840966","25471.6755811658","27134.6096077841","28282.7445975869","29249.3579089128","30283.9816576833","31937.4454477181","32275.751166639","34238.811681739","37238.5956738769","39396.285837156","41046.385226257","43363.137693759","45787.2358549689","53585.3611140774","55593.7673742687","58757.6782062981","65088.5297198258","69494.0648812846","72188.3879575018","72820.6248636015","76082.4946144443","80151.5828736682","85627.8332197647","88546.5532758466","90183.3254683217","94027.3020099752","86691.9824989762",
